date,SMALL LoINV,ME1 INV2,ME1 INV3,ME1 INV4,SMALL HiINV,ME2 INV1,ME2 INV2,ME2 INV3,ME2 INV4,ME2 INV5,ME3 INV1,ME3 INV2,ME3 INV3,ME3 INV4,ME3 INV5,ME4 INV1,ME4 INV2,ME4 INV3,ME4 INV4,ME4 INV5,BIG LoINV,ME5 INV2,ME5 INV3,ME5 INV4,BIG HiINV
201406,5.92,3.05,3.23,3.75,8.68,4.75,6.23,5.33,5.09,8.58,4.55,5.14,2.93,4.88,6.93,4.66,2.64,2.25,4.7,5.39,0.68,0.85,1.21,2.38,3.62
201407,-6.47,-3.86,-5.72,-5.39,-9.78,-3.6,-5.09,-6.12,-5.11,-7.7,-3.19,-5.05,-5.87,-6.03,-7.22,-4.25,-1.93,-4.16,-2.99,-3.23,-2.17,-2.2,-1.66,-0.44,0.53
201408,3.49,4.09,3.78,4.86,3.16,6.18,3.54,4.51,4.32,6.39,4.1,5.29,4.66,5.19,5.37,3.91,4.61,4.61,5.2,6.82,3.78,3.83,3.9,4.56,3.32
201409,-6.94,-4.93,-5.61,-5.58,-6.29,-7.94,-4.97,-5.24,-4.17,-4.85,-5.14,-4.39,-5.97,-5.48,-5.77,-4.58,-3.53,-4.41,-2.84,-4.2,-0.35,-1.44,-1.38,-1.13,-1.18
201410,3.21,8.25,7.13,5.62,3.83,3.52,7.87,8.18,7.32,5.96,4.05,4.31,5.12,4.75,5.05,1.78,3.51,2.24,1.67,3.28,3.3,2.49,1.41,2.76,-0.02
201411,-0.64,-0.81,0.06,-1.84,-1.6,-2.04,0.04,0.75,0.14,0.98,2.5,2.9,1.93,0.56,0.29,1.41,3.6,2.61,3.01,1.2,3.68,1.9,2.49,3.8,1.73
201412,3.98,4.58,6.17,4.02,7.38,2.05,2.09,3.19,1.93,2.86,-0.11,1.92,0.24,1.36,1.09,1.31,0.46,1.02,0.26,0.03,0.41,0.65,0.19,-1.08,-3.17
201501,-4.12,-4.28,-4.84,-6.58,-3.65,-3.51,-6.07,-4.29,-4.56,-2.7,-2.93,-2.82,-3.05,-1.84,-2.85,-3.34,-1.37,-2.37,-1.88,-0.89,-5.51,-3.02,-3.33,-3.1,-0.88
201502,4.85,5.08,4.22,6.18,7.28,5.43,4.72,5.9,7.19,7.57,6.74,6.92,6.15,7.1,9.75,6.04,7.32,5.72,7.34,9.16,7.08,4.8,4.85,6.32,7.08
201503,-0.23,0.27,3.2,1.16,2.45,0.57,1.81,2.68,2.03,2.2,1.56,1.22,1.57,0.94,0.63,-0.53,-0.09,0.65,-0.04,2.24,-2.15,-1.64,-2.16,-1.66,-1.44
201504,-2.09,-2.4,-1.93,-1.86,-3.2,-2.18,-1.8,-2.36,-2.53,-2.35,-1.47,-2.39,-1.67,-1.19,-1.9,0.95,-1.16,-1.03,-0.9,-0.66,1.65,0.91,0.04,1.76,2.33
201505,0.94,0.24,2.16,1.97,4.94,2.89,1.13,2.4,1.04,4.36,2.45,2.58,1.57,1.79,4.73,0.35,1.21,2.29,1.66,2.7,2.01,1.45,0.66,1.2,-0.11
201506,1.36,2.54,2.8,3.43,3.26,-2.37,1.61,0.79,0.98,1.7,-2.86,-0.79,0.97,0.61,0.07,-2.76,-1.18,-2.1,-1.25,0.09,-1.61,-1.43,-2.31,-2.31,-0.68
201507,-7.82,-5.16,-5.55,-3.45,-4.45,-4.75,-2.73,-1.17,-1.36,-0.57,-4.85,-1.59,-0.83,-0.74,-1.4,0.11,0.7,1.5,2.11,-0.81,1.34,1.54,1.72,2.62,4.95
201508,-3.96,-3.28,-3.66,-4.16,-6.14,-6.29,-4.66,-3.95,-5.06,-9.55,-3.89,-5.68,-6.65,-5.54,-5.36,-4.04,-5.21,-4.58,-5.15,-9.76,-6.76,-5.7,-6.87,-5.32,-6.19
201509,-10.5,-4.88,-3.32,-3.8,-8.48,-7.68,-5.06,-3.48,-4.16,-8.54,-10.3,-5.56,-3.94,-3.93,-5.57,-4.74,-4.16,-1.98,-3.43,-8.14,-3.22,-1.93,-1.62,-2.99,-2.85
201510,4.01,5.38,7.1,5.27,5.33,6.66,6.64,5.09,5.29,3.91,7.14,5.6,5.48,7.48,4.78,8.1,7.89,7.96,3.7,3.92,8.94,8.26,7,7.25,11.84
201511,2.62,1.82,3.75,1.73,4.61,4.55,3.69,5.26,4.39,6,2.73,1.57,0.61,1.95,1.96,0.06,1.07,0.7,2.15,0.39,-0.24,0.69,-0.86,0.64,1.35
201512,-6.69,-4.46,-3.27,-4.17,-5.19,-5.94,-4.41,-4.61,-5.24,-4.32,-4.81,-5.52,-5.29,-5.25,-5.32,-5.63,-3.08,-2.63,-2.92,-5.31,-1.13,-1.42,-0.89,-3.59,-0.5
201601,-11.81,-6.23,-7.84,-6.15,-15.33,-10.06,-9.2,-6.83,-6.86,-15.92,-10.28,-7.27,-4.3,-6.99,-11.48,-7.08,-7.54,-5.66,-7.05,-11.79,-3.21,-4.52,-5.23,-5.01,-8.36
201602,0.67,-1.49,0.61,0.04,-2.07,1.44,0.93,0.44,0.37,-0.49,2.84,2.23,2.78,2.18,-1.22,2.24,1.36,1.99,1.59,-2.5,0.18,0.79,0.43,-1.18,-2.69
201603,7.62,7.13,6.26,4.93,7.42,10.03,8.82,7.15,7.57,7.7,11.34,8.83,7.75,6.37,8.16,7.52,8.32,7.24,8.61,10.59,6.98,6.25,6.07,7.66,6.57
201604,5.03,3.47,2.17,0.55,5.1,1.68,2.5,2.13,1.09,3.74,3.87,2.09,1.65,0.05,1.66,0.65,1.1,0.68,1.14,4.71,1.03,1.97,1.58,-2.56,0.66
201605,-2.34,0.85,0.05,0.12,0.7,2.9,1.42,2.46,1.53,2.86,-2.11,0.8,1.77,1.96,2.59,1.04,3.2,3.34,3.25,2.78,0.46,1.35,0.76,2.47,4.01
201606,-0.13,1.16,-0.59,-0.23,-1.84,-1.47,-0.15,1.19,0.68,-1.58,-2.08,-1.22,-0.07,-0.46,0.06,-1.07,-1.17,-0.81,-0.55,-2.1,1.76,2.03,0.3,-1.59,-3.37
201607,4.71,5.44,6.31,5.91,5.31,6.87,5.89,4.25,6.1,8.65,7.78,5.67,5.67,4.03,6.99,3.1,4.78,3.77,3.92,6.08,2.6,2.3,4.11,3.81,4.52
201608,4.52,2.87,1.86,3.66,4.27,0.12,1.56,1.63,2.87,3.3,3.81,1.67,1.62,1.34,1.19,-0.05,1.14,1.77,1.5,1.27,1.35,-0.84,0.41,0.62,0
201609,3.83,3.38,1.8,2.76,6.44,4.89,2.04,0.67,0.54,2.51,1.48,0.89,0.57,0.26,-0.31,0.95,-1.22,0.32,-0.71,1.04,0.71,-0.51,-0.13,-0.54,1.35
201610,-8.06,-5.7,-4.18,-3.29,-7.9,-6.62,-6.97,-4.49,-3.36,-8.43,-3.66,-4.8,-3.54,-2.01,-5.04,-4.44,-1.87,-1.15,-0.77,-3.94,-1.18,-1.83,-1.2,-1.16,-2.13
201611,13.03,12.14,11.74,13.9,9.65,18.35,11.61,12.56,14.84,9.58,11.63,11.01,12.08,8.47,8.57,9.78,6.33,7.2,5.91,6.33,6.52,3.92,5,4.27,0.74
201612,3.21,3.6,5.85,6.34,3.7,-0.53,5.07,3.62,2.7,-0.27,-0.36,0.43,2.33,3.51,1.18,-0.38,0.96,1.7,0.56,-0.33,1.74,2.6,2.34,2.33,1.08
201701,2.97,-1.6,-2.62,-2.99,-0.8,3.47,0.67,-1.85,-0.38,1.51,1.82,1.25,0.57,0.5,2.64,2.13,2.84,1.68,2.08,4.88,0.58,0.22,1.52,1.95,4.71
201702,-2.05,0.25,0.37,1.41,2.44,-0.04,-0.18,0.87,2.5,3.77,0.85,1.04,2.46,1.86,3.1,3.29,3.79,2.98,3.27,2.53,2.74,4.13,4.75,3.3,4.56
201703,1.98,0.74,1.78,-0.23,1.77,-0.9,0.46,0.53,-0.01,0.76,-0.82,0.54,-1.08,0.73,0.3,0.84,-0.29,-0.89,0.77,-0.14,-0.27,0.1,-0.68,-0.54,2.17
201704,-0.4,0.66,2.83,2.3,0.69,0.24,2.17,1.96,1.76,1.36,-2.54,1.11,1.31,1.47,0.97,0.69,-0.51,1.8,0.76,1.36,-0.92,1.1,1.02,1.49,2.17
201705,-0.84,-0.72,-3.15,-4.96,-2.45,-3.53,-3.52,-2.6,-3.93,-0.69,-4.44,-0.68,-1.81,-0.59,-0.4,-2.43,0.85,0.36,0.17,1.12,-1.73,1.21,2.17,2.02,2.65
